Place of Interest,Type of place,Place address,BiciMAD station,Station locaiton,Available bikes
Macros Descubrimiento,Monuments,Pza Colón ,106b - Colón B,Calle Serrano nº 34,5
Estanque Descubrimiento,Monuments,Pza Colón ,106b - Colón B,Calle Serrano nº 34,5
Blanca de los Ríos,Monuments,C Jorge Juan 7,106b - Colón B,Calle Serrano nº 34,5
San Isidro,Monuments,PASEO CASTELLANA 112,136 - Castellana 106,Paseo de la Castellana nº 106,13
Manuel del Palacio,Monuments,PLAZA POETA MANUEL DEL PALACIO 1,136 - Castellana 106,Paseo de la Castellana nº 106,13
Francisco Javier,Monuments,CALLE MARTIRES DE LA VENTILLA 34,248 - Torre Cepsa,Calle Sinesio Delgado nº 2,11
Sagrado Corazón de Jesús,Monuments,CALLE MAGNOLIAS 105,248 - Torre Cepsa,Calle Sinesio Delgado nº 2,11
Francisco Palau y Quer,Monuments,CALLE PADRE FRANCISCO PALAU Y QUER 1,248 - Torre Cepsa,Calle Sinesio Delgado nº 2,11
Escosura,Monuments,CALLE RIOS ROSAS 21,130 - Santa Engracia 127,Calle Santa Engracia nº 127,10
Fuente del Canal Isabel II,Monuments,CALLE SANTA ENGRACIA 125,130 - Santa Engracia 127,Calle Santa Engracia nº 127,10
Monolitos Escuela Superior de Ingenieros de Minas,Monuments,CALLE RIOS ROSAS 21,130 - Santa Engracia 127,Calle Santa Engracia nº 127,10
Luis Guillermo Schultz Schreizer,Monuments,CALLE RIOS ROSAS 21,130 - Santa Engracia 127,Calle Santa Engracia nº 127,10
Indalecio Prieto Tuero,Monuments,PLAZA SAN JUAN DE LA CRUZ 1,135 - Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11,1
Estanque rectangular Nuevos Ministerios,Monuments,Pº Castellana 67,135 - Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11,1
Fuente plaza San Juan de la Cruz,Monuments,PLAZA SAN JUAN DE LA CRUZ 1,135 - Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11,1
Indalecio Prieto,Monuments,PASEO CASTELLANA 63,135 - Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11,1
La Mano,Monuments,PLAZA SAN JUAN DE LA CRUZ 1,135 - Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11,1
Francisco Largo Caballero,Monuments,PASEO CASTELLANA 1,93 - Plaza de Colón,Calle Goya nº 1,10
Gaviota,Monuments,PASEO CASTELLANA 1,93 - Plaza de Colón,Calle Goya nº 1,10
Cilindros en el espacio,Monuments,PASEO CASTELLANA 1,93 - Plaza de Colón,Calle Goya nº 1,10
Cristóbal Colón,Monuments,Pza Colón ,93 - Plaza de Colón,Calle Goya nº 1,10
AICO,Monuments,Pza Colón ,93 - Plaza de Colón,Calle Goya nº 1,10
Isabel la Católica,Monuments,PASEO CASTELLANA 1,93 - Plaza de Colón,Calle Goya nº 1,10
Fuente del monumento a Isabel la Católica,Monuments,PASEO CASTELLANA 1,93 - Plaza de Colón,Calle Goya nº 1,10
Constitución de 1978,Monuments,PASEO CASTELLANA 1,93 - Plaza de Colón,Calle Goya nº 1,10
Iris,Monuments,Pº Castellana ,93 - Plaza de Colón,Calle Goya nº 1,10
San Isidoro,Monuments,PLAZA MARQUES DE COMILLAS 1,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Maternidad,Monuments,CALLE GENERAL RODRIGO 8,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Fortuna,Monuments,CALLE GUZMAN EL BUENO 137,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Abundancia,Monuments,CALLE GUZMAN EL BUENO 137,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Fuente de los Cupidos,Monuments,Avda Reina Victoria 70,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Escuela T.S. Ingenieros de Montes II,Monuments,CALLE RAMIRO DE MAEZTU 2,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Escuela T.S. Ingenieros de Montes III,Monuments,CALLE RAMIRO DE MAEZTU 2,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Carlos Ibáñez de Ibero,Monuments,CALLE GENERAL IBAÑEZ DE IBERO 1,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Vicente Aleixandre,Monuments,CALLE VICENTE ALEIXANDRE 3,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
Vicente Aleixandre,Monuments,Gta Presidente García Moreno ,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,7
San José,Monuments,CALLE ELOY GONZALO 3,200 - Quevedo,Glorieta de Quevedo nº 5,14
Fuente en la calle Bravo Murillo,Monuments,CALLE BRAVO MURILLO 1,200 - Quevedo,Glorieta de Quevedo nº 5,14
Triángulo de Oro,Monuments,CALLE BRAVO MURILLO 376,200 - Quevedo,Glorieta de Quevedo nº 5,14
Bravo Murillo,Monuments,CALLE BRAVO MURILLO 49,200 - Quevedo,Glorieta de Quevedo nº 5,14
Francisco de Quevedo y Villegas,Monuments,GLORIETA QUEVEDO 1,200 - Quevedo,Glorieta de Quevedo nº 5,14
Julio Cejador,Monuments,GLORIETA QUEVEDO 6,200 - Quevedo,Glorieta de Quevedo nº 5,14
Ernestina M. de Villena,Monuments,AVENIDA CARDENAL HERRERA ORIA 242,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Lecheras,Monuments,CALLE FRANCOS RODRIGUEZ 42,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Estanque Vaguada,Monuments,AVENIDA BETANZOS 1,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Fuentes Barrilete,Monuments,AVENIDA BETANZOS 1,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Andrés Bello,Monuments,PARQUE DEHESA DE LA VILLA ,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Antonio Machado,Monuments,C Antonio Machado 55,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Martín de Alzaga,Monuments,C Alcalde Martín de Alzaga 1,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Fuente circular del parque Rodríguez Sahagún,Monuments,CALLE OFELIA NIETO 83,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Agustín Rodríguez Sahagún,Monuments,PARQUE AGUSTIN RODRIGUEZ SAHAGUN ,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Fuente en la calle Francos Rodríguez,Monuments,CALLE FRANCOS RODRIGUEZ 67,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Fuente en la calle Ofelia Nieto,Monuments,CALLE OFELIA NIETO 1,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Pedro González Gutiérrez,Monuments,PARQUE CERRO PEÑABEL ,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Ría semicircular,Monuments,PARQUE CERRO PEÑABEL ,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Fuente del parque Cerro Peñabel,Monuments,PARQUE CERRO PEÑABEL ,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62,3
Fernando III El Santo,Monuments,JARDIN PALACIO REAL ,116a - Plaza de España A,Calle Princesa nº 5,0
Alfonso X El Sabio,Monuments,JARDINES SABATINI ,116a - Plaza de España A,Calle Princesa nº 5,0
Fuente mural Dr. Jaime Ferrán y Clúa,Monuments,CALLE PRINCESA 1,116a - Plaza de España A,Calle Princesa nº 5,0
Sor Juana Inés de la Cruz,Monuments,C Ferraz ,116a - Plaza de España A,Calle Princesa nº 5,0
Miguel de Cervantes,Monuments,Pza España ,116a - Plaza de España A,Calle Princesa nº 5,0
Al Pueblo del Dos de Mayo de 1808,Monuments,Pza España ,116a - Plaza de España A,Calle Princesa nº 5,0
Estanque grande de la plaza de España,Monuments,Pza España ,116a - Plaza de España A,Calle Princesa nº 5,0
Fuente Miguel de Cervantes,Monuments,Pza España ,116a - Plaza de España A,Calle Princesa nº 5,0
Doctor Larra y Cerezo,Monuments,CALLE JUAN ALVAREZ MENDIZABAL 12,116a - Plaza de España A,Calle Princesa nº 5,0
Fuente de entrada a los Jardines Sabatini,Monuments,Gta San Vicente ,116a - Plaza de España A,Calle Princesa nº 5,0
Copa,Monuments,Pza España 10,116a - Plaza de España A,Calle Princesa nº 5,0
Estanque circular Sabatini,Monuments, ,116a - Plaza de España A,Calle Princesa nº 5,0
Baco y Pomona en el jardín de la Quinta del duque del Arco,Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Bustos de emperadores romanos del jardín de la Quinta del duque del Arco,Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
José Ortega y Gasset,Monuments,PLAZA MENENDEZ PELAYO 4,261 - Facultad Derecho,Avenida Complutense nº 23,8
Escudo de España,Monuments,Avda Cardenal Herrera Oria 378,261 - Facultad Derecho,Avenida Complutense nº 23,8
Escultura en la Urbanización Los Robles,Monuments,C Gavilanes 4,261 - Facultad Derecho,Avenida Complutense nº 23,8
Escultura a la maternidad Clínica Puerta de Hierro,Monuments,CALLE SAN MARTIN DE PORRES 6,261 - Facultad Derecho,Avenida Complutense nº 23,8
Carabela Santa María,Monuments,AVENIDA VICTORIA 2,261 - Facultad Derecho,Avenida Complutense nº 23,8
Hispanidad,Monuments,AVENIDA VICTORIA 2,261 - Facultad Derecho,Avenida Complutense nº 23,8
La Ayuda,Monuments,C Pléyades 25,261 - Facultad Derecho,Avenida Complutense nº 23,8
Estanque alto del jardín de la Quinta del duque del Arco,Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente de los cuatro delfines del jardín de la Quinta del duque del Arco,Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente circular con escultura en El Pardo,Monuments,PLAZA CAUDILLO 1,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente Cupido dormido,Monuments, ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente con grupo escultórico en los jardines de El Pardo,Monuments, ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente de la Pirámide en los jardines de El Pardo,Monuments, ,261 - Facultad Derecho,Avenida Complutense nº 23,8
"Fuente Blanca, cascada y estanque bajo del jardín del duque del Arco",Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente ochavada del jardín de la Quinta del duque de Arco,Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuentes gemelas del jardín de la Quinta del duque de Arco,Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Puerta de Hierro,Monuments,AVENIDA PADRE HUIDOBRO 1,261 - Facultad Derecho,Avenida Complutense nº 23,8
Luis Manuel López Martínez,Monuments,Pza Caudillo 5,261 - Facultad Derecho,Avenida Complutense nº 23,8
Ermita de Nuestra Señora del Buen Camino-I,Monuments,Pº Ermita ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Ermita de Nuestra Señora del Buen Camino-II,Monuments,Pº Ermita ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Jarrones del Instituto de Estudios Fiscales,Monuments,Avda Cardenal Herrera Oria 378,261 - Facultad Derecho,Avenida Complutense nº 23,8
Jarrones del jardín de la Quinta del duque del Arco,Monuments,MONTE EL PARDO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Jarrones jardines Palacio de El Pardo,Monuments,CALLE MANUEL ALONSO 1,261 - Facultad Derecho,Avenida Complutense nº 23,8
Cruceiro de la Ermita de Nuestra Señora del Buen Camino,Monuments,Pº Ermita del Santo ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuentes de la avenida de la Ilustración,Monuments,AVENIDA ILUSTRACION ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente en la plaza del Pardo (antigua plaza del Caudillo),Monuments,Pza del Pardo ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Colonia San Fernando,Monuments,Avda Guardia ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Anclas,Monuments,C Manuel Alonso ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Monolito de la plaza de la Democracia,Monuments,Pza Democracia ,261 - Facultad Derecho,Avenida Complutense nº 23,8
San Fernando (Fernando III el Santo),Monuments, ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Santa Bárbara,Monuments,Pte Puente de San Fernando ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente del Pajarito,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Estanque del Repartidor,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente del Rey,Monuments,Ctra Castilla ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente de las Siete Hermanas,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Antonio Lleó de la Viña,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Roberto Domingo,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Monolito a Fernando Huidobro,Monuments,Avda Padre Huidobro ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Fuente Valpalomero,Monuments,Avda Palacio ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Camilo José Cela,Monuments,Pza Menéndez Pelayo ,261 - Facultad Derecho,Avenida Complutense nº 23,8
La Mensajera,Monuments,C Olivo 27,261 - Facultad Derecho,Avenida Complutense nº 23,8
Puente de la Garrapata,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
El Portillo de los Pinos,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Puerta de Aravaca,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Rejas del arroyo Prado del Rey,Monuments,CARRETERA HUMERA 15,261 - Facultad Derecho,Avenida Complutense nº 23,8
Entrada al arroyo de Antequina,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Puente peatonal sobre el arroyo de Antequina,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Puente Colorado,Monuments,PARQUE CASA DE CAMPO ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Ermita de Nuestra Señora del Buen Camino-III,Monuments,Pº Ermita ,261 - Facultad Derecho,Avenida Complutense nº 23,8
Alfonso XIII,Monuments,Avda Complutense ,260 - Facultad Biología,Calle José Antonio Novais frente al nº 12,12
Carlos Moreno,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Jacinto Alcántara,Monuments, ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Francisco Alcántara,Monuments,CALLE FRANCISCO Y JACINTO ALCANTARA 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Paul Harris,Monuments,Pº Pintor Rosales ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Eduardo Rosales,Monuments,Pº Pintor Rosales ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Infanta Doña Isabel de Borbón,Monuments,Pº Pintor Rosales ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Estanque Rosaleda,Monuments,CALLE ROSALEDA 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Estanque Rosaleda Sur,Monuments,C Rosaleda ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Estanque Rosaleda Norte,Monuments,C Rosaleda ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Fuente de la Juventud Rosaleda,Monuments,CALLE ROSALEDA 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Fuente Primavera Rosaleda,Monuments,CALLE ROSALEDA 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Fuente Rosaleda Sur,Monuments,C Rosaleda ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Fuente Rosaleda Norte,Monuments,C Rosaleda ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Jarrones de la Rosaleda,Monuments,C Rosaleda ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Enrique Arroyo,Monuments,C Rosaleda ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Goya,Monuments,C Francisco y Jacinto Alcántara ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Columnas Rosaleda I y II,Monuments,C Rosaleda ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
"María de las Mercedes de Borbón y Orleans, Condesa de Barcelona",Monuments,CALLE ROSALEDA 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Fuente-pilón,Monuments,CALLE ROSALEDA 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Maestro Quiroga,Monuments, ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Portada Cementerio de la Florida,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
"Cementerio de la Florida, recinto y capilla",Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Llama al Valor y Heroísmo,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Crucero del Cementerio de La Florida,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Fusilamientos Montaña Príncipe Pío,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Baldomero Fernández Espartero,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Fosa enterramiento,Monuments,CALLE FRANCISCO Y JACINTO ALCANTARA 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Placa-listado cripta,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Evaristo San Miguel,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Chamberí a sus hijos,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Lápida Cementerio de la Florida,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Enterramientos 3 de Mayo,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Adelardo Ortiz de Pinedo,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Sor Marta,Monuments,C Francisco y Jacinto Alcántara 1,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Inmaculada,Monuments,C Francisco y Jacinto Alcántara ,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,23
Chulín,Monuments,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ,224 - Caramuel,Calle Caramuel nº 51,5
San Isidro en la Venta del Batán,Monuments,Ctra Batán ,224 - Caramuel,Calle Caramuel nº 51,5
Doctor Esquerdo,Monuments,AVENIDA POBLADOS 70,224 - Caramuel,Calle Caramuel nº 51,5
Musa Terpsícore,Monuments,C General Millán Astray 15,224 - Caramuel,Calle Caramuel nº 51,5
Sagrado Corazón de Jesús,Monuments,GLORIETA EJERCITO 1,224 - Caramuel,Calle Caramuel nº 51,5
San Gerardo,Monuments,C Maqueda 45,224 - Caramuel,Calle Caramuel nº 51,5
Dos toros del Palacio Vistalegre,Monuments,C Utebo 1,224 - Caramuel,Calle Caramuel nº 51,5
Al Bombero,Monuments,Avda Poblados ,224 - Caramuel,Calle Caramuel nº 51,5
El perro,Monuments,GLORIETA EJERCITO 1,224 - Caramuel,Calle Caramuel nº 51,5
Estudiante,Monuments,CALLE NUESTRA SEÑORA DE LA LUZ 53,224 - Caramuel,Calle Caramuel nº 51,5
Monumento a los caídos,Monuments,GLORIETA EJERCITO 1,224 - Caramuel,Calle Caramuel nº 51,5
Fuente del colegio Amoros,Monuments,C Joaquín Turina 37,224 - Caramuel,Calle Caramuel nº 51,5
La Agricultura,Monuments,PASEO ERMITA DEL SANTO 78,224 - Caramuel,Calle Caramuel nº 51,5
Monolito al General Cámpora,Monuments,Gta Ejército ,224 - Caramuel,Calle Caramuel nº 51,5
Doctor Benavente,Monuments,PLAZA PARTERRE ,224 - Caramuel,Calle Caramuel nº 51,5
Doctor Ángel Pulido Fernández,Monuments,PLAZA PARTERRE ,224 - Caramuel,Calle Caramuel nº 51,5
Baden Powell,Monuments,Ctra Zarzón ,224 - Caramuel,Calle Caramuel nº 51,5
El perro callejero,Monuments,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ,224 - Caramuel,Calle Caramuel nº 51,5
Félix Rodríguez de la Fuente,Monuments,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ,224 - Caramuel,Calle Caramuel nº 51,5
Estanque del Parque Zoológico,Monuments,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ,224 - Caramuel,Calle Caramuel nº 51,5
Fuente neoclásica del pabellón de Guadalajara,Monuments,C Hexágonos ,224 - Caramuel,Calle Caramuel nº 51,5
Fuente del Batán,Monuments,CARRETERA ZARZON 6,224 - Caramuel,Calle Caramuel nº 51,5
Fuente del Zoológico,Monuments,Ctra Zarzón ,224 - Caramuel,Calle Caramuel nº 51,5
Mariano Benlliure,Monuments,Ctra Batán ,224 - Caramuel,Calle Caramuel nº 51,5
Clara Campoamor,Monuments,Avda General Fanjul ,224 - Caramuel,Calle Caramuel nº 51,5
La Colegiala,Monuments,Avda Poblados ,224 - Caramuel,Calle Caramuel nº 51,5
Miguel Hernández,Monuments,C Serradilla 13,224 - Caramuel,Calle Caramuel nº 51,5
Ramón María del Valle-Inclán,Monuments,C Valle Inclán 12,224 - Caramuel,Calle Caramuel nº 51,5
Fuente con escultura II en el intercambiador de Aluche,Monuments,C Maqueda ,224 - Caramuel,Calle Caramuel nº 51,5
